text,introduction,education,skills,experience,career_goals
Hi I am Rehan I completed BCA I want to build scalable systems,1,1,0,0,1
I am studying Mechanical Engineering I worked with Web Development I want to become an AI engineer basically,0,1,1,0,1
I completed Mechanical Engineering I worked with Deep Learning basically,0,1,1,0,0
my goal is to build scalable systems,0,0,0,0,1
uh I am studying BSc IT I worked with Web Development I want to build scalable systems,0,1,1,0,1
I am Somanshu from Mumbai I completed Mechanical Engineering I did internship at Infosys I want to become an AI engineer you know,1,1,0,1,1
I am pursuing BSc IT I worked with AI My goal is to contribute to AI research,0,1,1,0,1
uh Hi I am Krishna I completed Electrical Engineering I know Web Development My goal is to become an AI engineer,1,1,1,0,1
My name is Sai Teja from Lucknow I'm studying BTech in Computer Science I have skills in Machine Learning,1,1,1,0,0
uh Myself Devansh I am studying Electrical Engineering I did internship at TCS,1,1,0,1,0
i have skills in machine learning i want to contribute to ai research,0,0,1,0,1
I am pursuing BTech in Computer Science I know Machine Learning I did internship at Infosys My goal is to work in a top company basically,0,1,1,1,1
I am Raghavendra from Hyderabad I know Machine Learning I did internship at TCS,1,0,1,1,0
I completed BCA I did internship at TCS,0,1,0,1,0
I am studying BSc IT I have skills in Python I worked at Infosys you know,0,1,1,1,0
I am Tanmay from Lucknow I am studying BSc IT I worked with Python My goal is to build scalable systems you know,1,1,1,0,1
I am  from Hyderabad I am pursuing BSc IT I know Deep Learning,1,1,1,0,0
I am Jasleen from Bangalore I completed Electrical Engineering I worked at HCL My goal is to work in a top company,1,1,0,1,1
Myself Shivansh I completed BSc IT,1,1,0,0,0
I am Rishi from Delhi I am studying Electrical Engineering I know Deep Learning I want to build scalable systems you know,1,1,1,0,1
My name is Venkatesh from Chennai I completed BTech in Computer Science I did internship at Infosys,1,1,0,1,0
Hi I am Aarav I am studying Mechanical Engineering I worked at Google India basically,1,1,0,1,0
my name is akash from lucknow i have skills in data structures i did internship at tcs i want to build scalable systems,1,0,1,1,1
uh I am Ayesha from Lucknow I am pursuing Electrical Engineering I worked with Data Structures I did internship at TCS My goal is to work in a top company,1,1,1,1,1
Hi I am Zoya I did internship at Wipro My goal is to build scalable systems you know,1,0,0,1,1
Myself Krishna I completed BTech in Computer Science you know,1,1,0,0,0
I completed Electrical Engineering I did internship at HCL My goal is to build scalable systems,0,1,0,1,1
I am Diya from Lucknow I worked with Machine Learning I worked at HCL I want to contribute to AI research basically,1,0,1,1,1
I'm Priyanshu from Lucknow I completed Electrical Engineering I know Web Development,1,1,1,0,0
Myself Aditya I'm studying BCA I have skills in Data Structures I worked at Infosys My goal is to become an AI engineer,1,1,1,1,1
My name is Diya from Bangalore I am studying Electrical Engineering I have skills in Machine Learning,1,1,1,0,0
I'm Aadhya from Chennai,1,0,0,0,0
i completed electrical engineering i know deep learning,0,1,1,0,0
My name is Tanmay from Lucknow I am studying Electrical Engineering My goal is to build scalable systems basically,1,1,0,0,1
I am Deepak from Chennai I completed BTech in Computer Science basically,1,1,0,0,0
Hi I am Faizan I am studying BCA I have skills in Data Structures I worked at Wipro I want to build scalable systems you know,1,1,1,1,1
myself aditya i am studying bca,1,1,0,0,0
Hi I am  I know Deep Learning I worked at Google India My goal is to become an AI engineer,1,0,1,1,1
My name is Pooja from Hyderabad I am studying BCA,1,1,0,0,0
I am studying Mechanical Engineering My goal is to contribute to AI research,0,1,0,0,1
Hi I am Saanvi I am pursuing Electrical Engineering I worked with Python I did internship at Google India I want to contribute to AI research basically,1,1,1,1,1
uh I am Lalita from Bangalore I am pursuing Mechanical Engineering I worked at HCL My goal is to work in a top company,1,1,0,1,1
uh Myself Aarav I am studying Electrical Engineering I know Deep Learning,1,1,1,0,0
Myself Yashraj I am studying Electrical Engineering I know Python I want to build scalable systems,1,1,1,0,1
My name is Myra from Mumbai I know AI,1,0,1,0,0
My name is Rohit from Mumbai I completed Electrical Engineering I worked at TCS,1,1,0,1,0
I worked with Machine Learning I worked at Infosys,0,0,1,1,0
My name is Tanmay from Delhi I am studying Mechanical Engineering I have skills in Data Structures I did internship at Wipro,1,1,1,1,0
uh I am Jasleen from Lucknow I completed Electrical Engineering I worked with Machine Learning I want to build scalable systems,1,1,1,0,1
Myself Myra I know Deep Learning My goal is to contribute to AI research,1,0,1,0,1
I completed BSc IT,0,1,0,0,0
I'm Harshit from Lucknow I completed Mechanical Engineering I worked with Data Structures My goal is to contribute to AI research,1,1,1,0,1
i am studying bsc it i have skills in ai i want to contribute to ai research,0,1,1,0,1
My name is Nikhil from Hyderabad I am pursuing Mechanical Engineering I want to contribute to AI research you know,1,1,0,0,1
my name is pooja from bangalore i am pursuing btech in computer science i have skills in python,1,1,1,0,0
uh I know Machine Learning,0,0,1,0,0
Myself Devansh I am studying BSc IT I did internship at HCL you know,1,1,0,1,0
my name is priyanshu from hyderabad i did internship at infosys i want to work in a top company,1,0,0,1,1
i completed bca i worked with machine learning i worked at wipro i want to work in a top company,0,1,1,1,1
My name is Ananya from Delhi I am pursuing Electrical Engineering I worked with AI I want to become an AI engineer you know,1,1,1,0,1
i worked with data structures i worked at hcl i want to build scalable systems,0,0,1,1,1
Hi I am Pooja I am pursuing Electrical Engineering I know Deep Learning I did internship at Infosys,1,1,1,1,0
My name is Nikhil from Delhi I'm pursuing Electrical Engineering My goal is to become an AI engineer,1,1,0,0,1
Hi I'm Akash I completed BTech in Computer Science I worked with Web Development My goal is to work in a top company,1,1,1,0,1
uh Myself Kabir I completed Electrical Engineering I worked with Deep Learning,1,1,1,0,0
Myself Ayesha I am pursuing BCA I know Machine Learning I did internship at HCL My goal is to contribute to AI research basically,1,1,1,1,1
I'm pursuing BSc IT I know Machine Learning I did internship at Google India I want to contribute to AI research,0,1,1,1,1
uh I am pursuing BTech in Computer Science I know Deep Learning I worked at Infosys My goal is to contribute to AI research,0,1,1,1,1
uh Myself Ananya I worked with Data Structures,1,0,1,0,0
I am pursuing BCA I worked with Machine Learning My goal is to build scalable systems,0,1,1,0,1
hi i am kabir i am studying electrical engineering i know deep learning,1,1,1,0,0
uh Myself Chaitanya I completed BTech in Computer Science I worked at Wipro,1,1,0,1,0
i am studying bsc it,0,1,0,0,0
I am pursuing BSc IT My goal is to build scalable systems basically,0,1,0,0,1
uh My name is Vivaan from Hyderabad I worked at Infosys My goal is to build scalable systems,1,0,0,1,1
I am Lalita from Mumbai I am pursuing BCA I worked with Data Structures My goal is to contribute to AI research,1,1,1,0,1
I am Somanshu from Hyderabad I worked at TCS I want to contribute to AI research,1,0,0,1,1
hi i am bhargav i am studying electrical engineering i worked with data structures,1,1,1,0,0
Hi I am Ayesha I am studying BCA I know Deep Learning I did internship at TCS basically,1,1,1,1,0
My name is Tanmay from Hyderabad I am studying Electrical Engineering I worked with AI I did internship at HCL I want to build scalable systems,1,1,1,1,1
My name is Rehan from Bangalore I am studying BSc IT I worked with Python My goal is to become an AI engineer basically,1,1,1,0,1
My name is Harshit from Lucknow I am pursuing BCA I know Deep Learning I did internship at HCL My goal is to build scalable systems basically,1,1,1,1,1
I am Siddharth from Delhi I am pursuing Mechanical Engineering My goal is to build scalable systems basically,1,1,0,0,1
My name is Sreshth from Bangalore I'm studying BCA I did internship at Wipro I want to contribute to AI research,1,1,0,1,1
Hi I am Kunal I am pursuing Electrical Engineering I have skills in Python I worked at HCL,1,1,1,1,0
I am studying BCA I know Machine Learning,0,1,1,0,0
Hi I am Neha I am pursuing Mechanical Engineering I worked with Web Development My goal is to become an AI engineer basically,1,1,1,0,1
I am pursuing Mechanical Engineering I have skills in Machine Learning I worked at TCS I want to work in a top company you know,0,1,1,1,1
I am Ayesha from Lucknow I am pursuing BTech in Computer Science I did internship at Infosys basically,1,1,0,1,0
I am Kabir from Mumbai I did internship at Infosys I want to contribute to AI research you know,1,0,0,1,1
uh Hi I am Kunal I know Python I want to build scalable systems,1,0,1,0,1
Myself Ishaan I completed Electrical Engineering I worked with Deep Learning basically,1,1,1,0,0
Hi I am Lalita I have skills in AI I worked at TCS,1,0,1,1,0
Myself Harshit I did internship at TCS My goal is to become an AI engineer you know,1,0,0,1,1
Myself Rishi I completed Electrical Engineering I know AI I worked at TCS My goal is to work in a top company basically,1,1,1,1,1
I'm Rehan from Chennai I'm pursuing BSc IT I did internship at HCL I want to work in a top company,1,1,0,1,1
uh Myself Pooja I worked with Machine Learning My goal is to contribute to AI research,1,0,1,0,1
Hi I am Rishi I completed Mechanical Engineering My goal is to build scalable systems basically,1,1,0,0,1
My name is Siddharth from Lucknow I am studying BSc IT I know Python I did internship at HCL,1,1,1,1,0
My name is Aditya from Mumbai I am studying BSc IT I know Web Development you know,1,1,1,0,0
uh My name is Aarav from Bangalore I am pursuing BTech in Computer Science I did internship at Wipro I want to build scalable systems,1,1,0,1,1
I am Aadhya from Bangalore I completed BCA I worked with Web Development My goal is to build scalable systems,1,1,1,0,1
I'm Saanvi from Delhi I completed Electrical Engineering I worked with Deep Learning,1,1,1,0,0
My name is Tanmay from Lucknow I worked at TCS you know,1,0,0,1,0
Myself Aditya I am pursuing BSc IT,1,1,0,0,0
Hi I am Ishaan I am pursuing BTech in Computer Science My goal is to contribute to AI research basically,1,1,0,0,1
Myself Priyanshu I completed Electrical Engineering I know Python I worked at Wipro My goal is to build scalable systems you know,1,1,1,1,1
Hi I am Pooja I completed BTech in Computer Science I worked at Wipro you know,1,1,0,1,0
Hi I am Sreshth I am pursuing BTech in Computer Science I worked with AI I did internship at Google India My goal is to become an AI engineer you know,1,1,1,1,1
I am studying Mechanical Engineering I worked with Web Development I did internship at HCL,0,1,1,1,0
Myself Krishna I am pursuing BTech in Computer Science I have skills in Deep Learning I want to contribute to AI research you know,1,1,1,0,1
I am Deepak from Hyderabad I am studying Mechanical Engineering I worked at Wipro My goal is to contribute to AI research you know,1,1,0,1,1
uh Myself Sai Teja I completed Mechanical Engineering I worked with AI,1,1,1,0,0
Myself Kunal I am studying BTech in Computer Science I have skills in Python I worked at HCL I want to become an AI engineer basically,1,1,1,1,1
Myself Ayesha I worked at Infosys My goal is to contribute to AI research you know,1,0,0,1,1
My name is Diya from Lucknow My goal is to build scalable systems,1,0,0,0,1
uh I completed BCA,0,1,0,0,0
uh I completed BTech in Computer Science I worked with Machine Learning I worked at Google India,0,1,1,1,0
Hi I am Shivansh I am pursuing BCA I worked at Google India My goal is to become an AI engineer basically,1,1,0,1,1
I'm studying BSc IT I have skills in Web Development I worked at Google India,0,1,1,1,0
I am Aadhya from Delhi I completed Electrical Engineering,1,1,0,0,0
I completed Electrical Engineering I have skills in Deep Learning I did internship at Infosys you know,0,1,1,1,0
I'm pursuing BTech in Computer Science I did internship at TCS,0,1,0,1,0
uh My name is Krishna from Delhi I completed BCA I worked at Google India I want to become an AI engineer,1,1,0,1,1
i completed bca my goal is to work in a top company,0,1,0,0,1
My name is Ishaan from Chennai I am pursuing Mechanical Engineering basically,1,1,0,0,0
Hi I am Harpreet I am studying Mechanical Engineering I worked with Web Development basically,1,1,1,0,0
uh I completed Electrical Engineering I did internship at HCL I want to work in a top company,0,1,0,1,1
